resid,z_min,z_max,z_thickness
20,38.15999984741211,52.63999938964844,14.479999542236328
21,37.79999923706055,50.779998779296875,12.979999542236328
22,34.80999755859375,51.06999969482422,16.26000213623047
23,38.54999923706055,51.0,12.450000762939453
24,37.22999954223633,50.13999938964844,12.90999984741211
25,35.029998779296875,48.95000076293945,13.920001983642578
26,45.72999954223633,52.97999954223633,7.25
27,41.53999710083008,50.939998626708984,9.400001525878906
28,39.88999938964844,53.23999786376953,13.349998474121094
29,39.90999984741211,53.27000045776367,13.360000610351562
30,40.5,50.76000213623047,10.260002136230469
31,36.43000030517578,47.11000061035156,10.680000305175781
32,40.34000015258789,48.0,7.659999847412109
33,41.2599983215332,53.189998626708984,11.930000305175781
34,42.88999938964844,49.29999923706055,6.409999847412109
35,36.790000915527344,52.099998474121094,15.30999755859375
36,38.189998626708984,53.88999938964844,15.700000762939453
37,33.51000213623047,51.18000030517578,17.669998168945312
38,38.34000015258789,50.060001373291016,11.720001220703125
39,37.02000045776367,53.730003356933594,16.710002899169922
40,37.65999984741211,47.84000015258789,10.180000305175781
41,41.37000274658203,54.029998779296875,12.659996032714844
42,43.47999954223633,52.57999801635742,9.099998474121094
43,45.12000274658203,53.87000274658203,8.75
44,37.18000030517578,53.41999816894531,16.23999786376953
45,35.22999954223633,52.029998779296875,16.799999237060547
46,40.28999710083008,51.4900016784668,11.200004577636719
47,39.5,51.46999740600586,11.96999740600586
48,35.29999923706055,51.39999771118164,16.099998474121094
49,35.689998626708984,49.48999786376953,13.799999237060547
50,38.75,47.32999801635742,8.579998016357422
51,36.12999725341797,52.55000305175781,16.420005798339844
52,31.31999969482422,47.519996643066406,16.199996948242188
53,34.150001525878906,48.689998626708984,14.539997100830078
54,38.68000030517578,52.099998474121094,13.419998168945312
55,32.970001220703125,49.34000015258789,16.369998931884766
56,40.65999984741211,50.14999771118164,9.489997863769531
57,41.30000305175781,51.95000076293945,10.64999771118164
58,43.02000045776367,53.60000228881836,10.580001831054688
59,37.23999786376953,49.92000198364258,12.680004119873047
60,36.810001373291016,48.33000183105469,11.520000457763672
61,41.119998931884766,53.53000259399414,12.410003662109375
62,42.08000183105469,52.32999801635742,10.249996185302734
63,30.329999923706055,47.32999801635742,16.999998092651367
64,35.470001220703125,49.43000030517578,13.959999084472656
65,44.40999984741211,53.709999084472656,9.299999237060547
66,31.860000610351562,45.779998779296875,13.919998168945312
67,43.20000076293945,53.130001068115234,9.930000305175781
68,37.86000061035156,49.220001220703125,11.360000610351562
69,41.209999084472656,47.78999710083008,6.579998016357422
70,36.55999755859375,49.89999771118164,13.34000015258789
71,35.029998779296875,50.94999694824219,15.919998168945312
72,38.87000274658203,51.790000915527344,12.919998168945312
73,42.36000061035156,55.43000030517578,13.069999694824219
74,36.01000213623047,50.709999084472656,14.699996948242188
75,43.839996337890625,50.40999984741211,6.570003509521484
76,37.23999786376953,49.48999786376953,12.25
77,34.900001525878906,52.05999755859375,17.159996032714844
78,35.68000030517578,50.529998779296875,14.849998474121094
79,40.86000061035156,53.119998931884766,12.259998321533203
80,36.150001525878906,48.86000061035156,12.709999084472656
81,35.130001068115234,51.44000244140625,16.310001373291016
82,36.37000274658203,46.70000076293945,10.329998016357422
83,35.05000305175781,48.89999771118164,13.849994659423828
84,34.540000915527344,49.05000305175781,14.510002136230469
85,41.45000076293945,54.52000045776367,13.069999694824219
86,43.150001525878906,52.62000274658203,9.470001220703125
87,34.73999786376953,49.290000915527344,14.550003051757812
88,44.65999984741211,51.2400016784668,6.5800018310546875
89,39.63999938964844,55.089996337890625,15.449996948242188
90,42.470001220703125,52.040000915527344,9.569999694824219
91,35.790000915527344,50.97999954223633,15.189998626708984
92,37.099998474121094,49.02000045776367,11.920001983642578
93,36.17000198364258,52.1400032043457,15.970001220703125
94,35.0,51.790000915527344,16.790000915527344
95,40.30000305175781,53.189998626708984,12.889995574951172
96,33.45000076293945,49.36000061035156,15.90999984741211
97,43.099998474121094,58.15999984741211,15.060001373291016
98,36.779998779296875,51.47999572753906,14.699996948242188
99,42.64999771118164,56.189998626708984,13.540000915527344
100,44.72999954223633,52.37999725341797,7.649997711181641
101,37.78000259399414,54.150001525878906,16.369998931884766
144,20.459999084472656,34.97999954223633,14.520000457763672
145,18.020000457763672,33.0,14.979999542236328
146,25.53999900817871,33.16999816894531,7.629999160766602
147,19.229999542236328,34.11000061035156,14.880001068115234
148,19.119998931884766,33.290000915527344,14.170001983642578
149,23.559999465942383,30.290000915527344,6.730001449584961
150,22.3799991607666,38.84000015258789,16.46000099182129
151,17.920000076293945,31.149999618530273,13.229999542236328
152,13.75,29.43000030517578,15.680000305175781
153,19.59000015258789,35.94000244140625,16.35000228881836
154,23.979999542236328,30.5,6.520000457763672
155,22.490001678466797,36.790000915527344,14.299999237060547
156,18.940000534057617,33.959999084472656,15.019998550415039
157,17.760000228881836,29.270000457763672,11.510000228881836
158,20.84000015258789,32.72999954223633,11.889999389648438
159,20.989999771118164,32.630001068115234,11.64000129699707
160,17.940000534057617,22.969999313354492,5.029998779296875
161,16.229999542236328,31.700000762939453,15.470001220703125
162,19.770000457763672,31.119998931884766,11.349998474121094
163,18.600000381469727,33.7599983215332,15.159997940063477
164,20.17999839782715,33.029998779296875,12.850000381469727
165,24.510000228881836,36.25,11.739999771118164
166,14.949999809265137,28.950000762939453,14.000000953674316
167,17.850000381469727,33.52000045776367,15.670000076293945
168,21.42999839782715,30.290000915527344,8.860002517700195
169,20.389999389648438,30.860000610351562,10.470001220703125
170,15.640000343322754,28.80000114440918,13.160000801086426
171,21.14000129699707,38.01000213623047,16.8700008392334
172,22.309999465942383,34.25,11.940000534057617
173,15.110000610351562,29.65999984741211,14.549999237060547
174,23.78999900817871,34.64999771118164,10.85999870300293
175,20.969999313354492,36.19999694824219,15.229997634887695
176,16.5,24.139999389648438,7.6399993896484375
177,23.880001068115234,32.47999954223633,8.599998474121094
178,18.770000457763672,35.54999923706055,16.779998779296875
179,20.959999084472656,34.70000076293945,13.740001678466797
180,15.520000457763672,27.969999313354492,12.44999885559082
181,15.889999389648438,30.68000030517578,14.790000915527344
182,18.810001373291016,27.670000076293945,8.85999870300293
183,20.220001220703125,35.06999969482422,14.849998474121094
184,16.40999984741211,33.09000015258789,16.68000030517578
185,16.229999542236328,28.559999465942383,12.329999923706055
186,18.25,32.52000045776367,14.270000457763672
187,20.51000213623047,33.29999923706055,12.789997100830078
188,15.980000495910645,28.19999885559082,12.219998359680176
189,20.130001068115234,31.010000228881836,10.879999160766602
190,19.420000076293945,28.150001525878906,8.730001449584961
191,19.780000686645508,30.309999465942383,10.529998779296875
192,20.520000457763672,32.290000915527344,11.770000457763672
193,23.84000015258789,34.529998779296875,10.689998626708984
194,18.059999465942383,33.779998779296875,15.719999313354492
195,18.510000228881836,25.420000076293945,6.909999847412109
196,20.790000915527344,35.98999786376953,15.199996948242188
197,19.279998779296875,32.86000061035156,13.580001831054688
198,20.03999900817871,33.47999954223633,13.440000534057617
199,16.40999984741211,29.96000099182129,13.55000114440918
200,20.469999313354492,33.27000045776367,12.80000114440918
201,15.449999809265137,30.31999969482422,14.869999885559082
202,17.43000030517578,31.440000534057617,14.010000228881836
203,20.280000686645508,36.09000015258789,15.809999465942383
204,22.369998931884766,30.580001831054688,8.210002899169922
205,19.489999771118164,33.61000061035156,14.120000839233398
206,21.73000144958496,34.70000076293945,12.969999313354492
207,20.170000076293945,36.40999984741211,16.239999771118164
208,22.439998626708984,36.95000076293945,14.510002136230469
209,16.049999237060547,28.299999237060547,12.25
210,17.469999313354492,29.709999084472656,12.239999771118164
211,20.190000534057617,35.45000076293945,15.260000228881836
212,19.040000915527344,34.48999786376953,15.449996948242188
213,15.920000076293945,21.040000915527344,5.120000839233398
214,15.710000038146973,31.170001983642578,15.460001945495605
215,16.829999923706055,31.479999542236328,14.649999618530273
216,17.920000076293945,27.3799991607666,9.459999084472656
217,20.81999969482422,28.389999389648438,7.569999694824219
218,19.1299991607666,35.54999923706055,16.420000076293945
219,15.779999732971191,30.10999870300293,14.329998970031738
220,21.450000762939453,33.709999084472656,12.259998321533203
221,16.46000099182129,28.579999923706055,12.119998931884766
222,16.829999923706055,30.880001068115234,14.05000114440918
223,20.220001220703125,34.69000244140625,14.470001220703125
224,17.239999771118164,31.310001373291016,14.070001602172852
225,20.150001525878906,31.040000915527344,10.889999389648438
226,19.920000076293945,28.450000762939453,8.530000686645508
