resid,z_min,z_max,z_thickness
172,18.989999771118164,29.059999465942383,10.069999694824219
173,21.68000030517578,33.06999969482422,11.389999389648438
174,15.149999618530273,28.280000686645508,13.130001068115234
175,19.829999923706055,29.619998931884766,9.789999008178711
176,15.800000190734863,27.59000015258789,11.789999961853027
177,20.75,34.88999938964844,14.139999389648438
178,18.190000534057617,28.770000457763672,10.579999923706055
179,16.920000076293945,26.149999618530273,9.229999542236328
180,17.81999969482422,35.869998931884766,18.049999237060547
181,20.56999969482422,32.939998626708984,12.369998931884766
182,20.360000610351562,32.02000045776367,11.65999984741211
183,19.630001068115234,32.37999725341797,12.749996185302734
184,23.829998016357422,39.13999938964844,15.310001373291016
185,10.380000114440918,18.110000610351562,7.7300004959106445
186,14.239999771118164,28.780000686645508,14.540000915527344
187,18.09000015258789,30.020000457763672,11.930000305175781
188,19.349998474121094,32.14999771118164,12.799999237060547
189,20.780000686645508,33.849998474121094,13.069997787475586
190,21.719999313354492,39.34000015258789,17.6200008392334
191,21.549999237060547,33.32999801635742,11.779998779296875
192,14.180000305175781,29.040000915527344,14.860000610351562
193,21.530000686645508,32.349998474121094,10.819997787475586
194,19.989999771118164,36.88999938964844,16.899999618530273
195,19.450000762939453,25.580001831054688,6.130001068115234
196,21.979999542236328,34.27000045776367,12.290000915527344
197,21.76000213623047,32.040000915527344,10.279998779296875
198,14.770000457763672,26.979999542236328,12.209999084472656
199,19.389999389648438,32.92000198364258,13.53000259399414
200,20.469999313354492,30.599998474121094,10.129999160766602
201,16.399999618530273,25.09000015258789,8.690000534057617
202,19.979999542236328,35.45000076293945,15.470001220703125
203,17.020000457763672,30.650001525878906,13.630001068115234
204,17.71000099182129,29.389999389648438,11.679998397827148
205,24.770000457763672,36.81999969482422,12.049999237060547
206,18.969999313354492,36.720001220703125,17.750001907348633
207,19.06999969482422,34.03000259399414,14.960002899169922
208,14.619999885559082,28.6299991607666,14.00999927520752
209,18.989999771118164,28.579999923706055,9.59000015258789
210,19.869998931884766,34.97999954223633,15.110000610351562
211,19.799999237060547,35.470001220703125,15.670001983642578
212,19.700000762939453,29.709999084472656,10.009998321533203
213,22.869998931884766,36.470001220703125,13.60000228881836
214,21.049999237060547,28.40999984741211,7.3600006103515625
215,21.149999618530273,37.099998474121094,15.94999885559082
216,19.43000030517578,29.100000381469727,9.670000076293945
217,18.89000129699707,30.950000762939453,12.059999465942383
218,17.399999618530273,30.200000762939453,12.80000114440918
219,14.639999389648438,26.049999237060547,11.40999984741211
220,20.360000610351562,34.08000183105469,13.720001220703125
221,22.93000030517578,37.4900016784668,14.560001373291016
222,16.729999542236328,32.650001525878906,15.920001983642578
223,18.71000099182129,30.209999084472656,11.499998092651367
224,21.420000076293945,32.470001220703125,11.05000114440918
225,19.700000762939453,34.88999938964844,15.189998626708984
226,14.949999809265137,21.639999389648438,6.689999580383301
